"Date","Price","Open","High","Low","Vol.","Change %"
"2022-04-26","7.3000","7.4750","7.6650","7.4500","10.87K","0.00%"
"2022-04-25","7.3000","7.4750","7.6500","7.4500","11.39K","-2.01%"
"2022-04-22","7.4500","7.5250","7.6500","7.3750","12.97K","2.05%"
"2022-04-21","7.3000","7.4750","7.6150","7.4500","9.12K","-0.27%"
"2022-04-20","7.3200","7.4750","7.6550","7.4000","7.62K","-1.74%"
"2022-04-19","7.4500","7.4000","7.6000","7.2750","5.33K","0.00%"
"2022-04-18","7.4500","7.4500","7.4500","7.4500","","0.00%"
"2022-04-15","7.4500","7.4500","7.4500","7.4500","","0.00%"
"2022-04-14","7.4500","7.5750","7.6400","7.5750","0.08K","0.68%"
"2022-04-13","7.4000","7.4750","7.6500","7.4000","0.04K","-0.67%"
"2022-04-12","7.4500","7.4750","7.6050","7.4250","0.13K","2.05%"
"2022-04-11","7.3000","7.4000","7.6700","7.4000","0.15K","-1.35%"
"2022-04-08","7.4000","7.4750","7.5750","7.4000","0.04K","0.00%"
"2022-04-07","7.4000","7.4750","7.5750","7.4050","0.11K","0.00%"
"2022-04-06","7.4000","7.4750","7.5500","7.4000","0.07K","1.09%"
"2022-04-05","7.3200","7.4500","7.5250","7.4000","0.01K","0.27%"
"2022-04-04","7.3000","7.4750","7.5750","7.4000","0.18K","0.00%"
"2022-04-01","7.3000","7.5750","7.6000","7.4000","13.01K","0.00%"
"2022-03-31","7.3000","7.5750","7.6000","7.4000","8.33K","0.00%"
"2022-03-30","7.3000","7.5750","7.6000","7.3500","10.01K","-2.01%"
"2022-03-29","7.4500","7.4750","7.6250","7.4000","7.19K","0.00%"
"2022-03-28","7.4500","7.4750","7.5750","7.3500","0.05K","0.68%"
"2022-03-25","7.4000","7.4750","7.5750","7.3250","0.04K","2.21%"
"2022-03-24","7.2400","7.4250","7.5250","7.3450","0.01K","-2.82%"
"2022-03-23","7.4500","7.3000","7.6500","7.3000","0.17K","0.68%"
"2022-03-22","7.4000","7.3000","7.5000","7.2000","0.17K","0.68%"
"2022-03-21","7.3500","7.3250","7.5000","7.2000","0.04K","0.00%"
"2022-03-18","7.3500","7.2250","7.4750","7.2000","0.09K","2.80%"
"2022-03-17","7.1500","7.3000","7.4500","7.0750","0.28K","0.00%"
"2022-03-16","7.1500","7.1500","7.4250","7.0850","0.20K","2.14%"
"2022-03-15","7.0000","7.1500","7.3000","7.0750","0.29K","0.00%"
"2022-03-14","7.0000","7.1000","7.3500","6.9550","9.57K","0.43%"
"2022-03-11","6.9700","7.1000","7.2600","6.9800","0.21K","0.29%"
"2022-03-10","6.9500","7.0500","7.1950","6.9850","10.56K","0.00%"
"2022-03-09","6.9500","7.0500","7.2350","6.8950","3.89K","0.00%"
"2022-03-08","6.9500","7.0750","7.1750","6.9600","10.36K","-0.71%"
"2022-03-07","7.0000","7.0750","7.0750","7.0750","","0.72%"
"2022-03-04","6.9500","6.9100","7.1750","6.8500","12.82K","2.81%"
"2022-03-03","6.7600","6.8150","7.1600","6.7400","8.14K","0.90%"
"2022-03-02","6.7000","6.8500","6.9750","6.6500","9.37K","3.08%"
"2022-03-01","6.5000","6.7850","6.8450","6.6250","0.13K","-2.26%"
"2022-02-28","6.6500","6.8250","6.8350","6.6200","0.06K","0.76%"
"2022-02-25","6.6000","6.7700","6.8525","6.6450","0.07K","0.76%"
"2022-02-24","6.5500","6.7000","6.8000","6.5213","2.09K","0.00%"
"2022-02-23","6.5500","6.6500","6.7850","6.5400","6.93K","1.55%"
"2022-02-22","6.4500","6.5500","6.7750","6.5000","2.33K","0.00%"
"2022-02-21","6.4500","6.5900","6.7750","6.4250","7.97K","0.78%"
"2022-02-18","6.4000","6.5600","6.6750","6.3500","3.83K","0.00%"
"2022-02-17","6.4000","6.5500","6.5600","6.3200","6.73K","0.79%"
"2022-02-16","6.3500","6.4950","6.6050","6.4000","0.19K","-1.70%"
"2022-02-15","6.4600","6.5300","6.5900","6.4500","0.01K","0.62%"
"2022-02-14","6.4200","6.4550","6.5350","6.3500","0.02K","2.72%"
"2022-02-11","6.2500","6.4000","6.5250","6.2750","2.27K","-0.32%"
"2022-02-10","6.2700","6.4000","6.5100","6.2000","10.11K","0.16%"
"2022-02-09","6.2600","6.3750","6.4950","6.2450","8.42K","0.16%"
"2022-02-08","6.2500","6.0800","6.4500","6.0500","2.51K","2.46%"
"2022-02-07","6.1000","6.4100","6.4750","6.1950","0.04K","-2.40%"
"2022-02-04","6.2500","6.3500","6.4750","6.1750","0.40K","0.00%"
"2022-02-03","6.2500","6.2950","6.4500","6.2000","0.12K","0.00%"
"2022-02-02","6.2500","6.4250","6.5150","6.1750","0.17K","2.46%"
"2022-02-01","6.1000","6.2000","6.4000","6.1500","0.14K","0.00%"
"2022-01-31","6.1000","6.3750","6.3750","5.9975","0.09K","-0.81%"
"2022-01-28","6.1500","6.2750","6.3825","6.1250","0.15K","0.00%"
"2022-01-27","6.1500","6.2750","6.3500","6.1500","0.07K","0.99%"
"2022-01-26","6.0900","6.2750","6.3863","6.1050","0.09K","-0.16%"
"2022-01-25","6.1000","6.2700","6.3300","6.0375","0.18K","0.00%"
"2022-01-24","6.1000","6.3300","6.3300","6.0375","0.01K","0.00%"
"2022-01-21","6.1000","6.2400","6.3300","6.1150","7.41K","0.16%"
"2022-01-20","6.0900","6.2675","6.3500","6.1200","12.33K","0.00%"
"2022-01-19","6.0900","6.2400","6.3550","6.0900","8.44K","0.50%"
"2022-01-18","6.0600","6.1925","6.3250","6.1125","9.87K","-0.49%"
"2022-01-17","6.0900","6.2300","6.3413","6.1200","7.98K","0.16%"
"2022-01-14","6.0800","6.2200","6.3000","6.1100","0.03K","0.50%"
"2022-01-13","6.0500","6.1750","6.3000","6.0800","6.15K","0.00%"
"2022-01-12","6.0500","6.1750","6.3000","6.1050","0.01K","0.33%"
"2022-01-11","6.0300","6.1750","6.3000","6.0900","0.02K","0.00%"
"2022-01-10","6.0300","6.2050","6.3000","6.1400","8.78K","-0.33%"
"2022-01-07","6.0500","6.0500","6.0500","6.0500","","0.00%"
"2022-01-06","6.0500","6.2800","6.2800","6.1050","4.00K","0.00%"
"2022-01-05","6.0500","6.2900","6.2900","6.1350","0.06K","0.00%"
"2022-01-04","6.0500","6.0800","6.2800","6.0800","0.94K","0.33%"
"2022-01-03","6.0300","6.1500","6.1500","6.1500","","0.00%"
"2021-12-31","6.0300","6.1843","6.1843","6.0950","9.98K","0.00%"
"2021-12-30","6.0300","6.1650","6.2800","6.0950","9.37K","0.00%"
"2021-12-29","6.0300","6.1750","6.2800","6.0950","4.03K","0.00%"
"2021-12-28","6.0300","6.1500","6.1500","6.1500","","0.00%"
"2021-12-27","6.0300","6.1500","6.1500","6.1500","","0.00%"
"2021-12-24","6.0300","6.2200","6.2800","6.0950","0.02K","0.00%"
"2021-12-23","6.0300","6.0950","6.2800","6.0950","0.01K","-0.33%"
"2021-12-22","6.0500","6.1750","6.2800","6.0950","0.09K","0.00%"
"2021-12-21","6.0500","6.1750","6.2800","6.0900","0.02K","0.00%"
"2021-12-20","6.0500","6.1550","6.2800","6.0950","0.03K","0.00%"
"2021-12-17","6.0500","6.2250","6.2750","6.0875","0.06K","0.00%"
"2021-12-16","6.0500","6.1750","6.2750","6.1000","0.12K","0.33%"
"2021-12-15","6.0300","6.0875","6.2750","6.0725","0.10K","0.17%"
"2021-12-14","6.0200","6.1300","6.2700","6.0750","0.02K","0.17%"
"2021-12-13","6.0100","6.0875","6.2700","6.0375","0.03K","0.00%"
"2021-12-10","6.0100","6.2600","6.2600","6.0850","0.01K","0.00%"
"2021-12-09","6.0100","6.1750","6.2500","6.0700","0.10K","0.17%"
"2021-12-08","6.0000","6.0900","6.2400","6.0725","0.04K","0.33%"
"2021-12-07","5.9800","6.0900","6.2300","6.0750","0.01K","-1.16%"
"2021-12-06","6.0500","6.2200","6.2300","6.0750","0.14K","0.33%"
"2021-12-03","6.0300","6.1650","6.1650","6.0875","0.05K","0.50%"
"2021-12-02","6.0000","6.2200","6.2200","6.0800","0.02K","-0.50%"
"2021-12-01","6.0300","6.1500","6.2100","6.0900","6.82K","0.00%"
"2021-11-30","6.0300","6.1450","6.1750","6.0875","13.55K","0.00%"
"2021-11-29","6.0300","6.0900","6.2100","6.0725","10.82K","0.84%"
"2021-11-26","5.9800","6.0875","6.1900","6.0725","11.75K","-0.66%"
"2021-11-25","6.0200","6.1275","6.2000","6.0750","40.99K","0.00%"
"2021-11-24","6.0200","6.1500","6.1800","6.0550","18.99K","-0.17%"
"2021-11-23","6.0300","6.1350","6.1800","6.0125","9.64K","0.17%"
"2021-11-22","6.0200","6.0600","6.1700","6.0300","12.35K","-0.17%"
"2021-11-19","6.0300","6.1500","6.1900","6.0300","9.63K","0.00%"
"2021-11-18","6.0300","6.1500","6.1750","6.0450","12.35K","0.00%"
"2021-11-17","6.0300","6.1500","6.1750","6.0200","11.45K","0.00%"
"2021-11-16","6.0300","6.1500","6.1750","6.0350","10.71K","0.00%"
"2021-11-15","6.0300","6.0600","6.1800","6.0250","9.63K","0.50%"
"2021-11-12","6.0000","6.1250","6.1700","6.0250","10.96K","0.00%"
"2021-11-11","6.0000","6.1250","6.1700","6.0300","7.19K","0.00%"
"2021-11-10","6.0000","6.1250","6.1700","6.0300","5.76K","0.00%"
"2021-11-09","6.0000","6.1100","6.2000","6.0063","9.59K","0.00%"
"2021-11-08","6.0000","6.0600","6.1175","6.0050","8.67K","0.00%"
"2021-11-05","6.0000","6.1000","6.1120","6.0050","7.75K","0.00%"
"2021-11-04","6.0000","6.1000","6.2250","6.0050","8.15K","0.00%"
"2021-11-03","6.0000","6.1000","6.1100","6.0225","8.05K","0.00%"
"2021-11-02","6.0000","6.1100","6.1750","5.9600","7.31K","0.00%"
"2021-11-01","6.0000","6.1000","6.1267","6.0050","7.70K","0.00%"
"2021-10-29","6.0000","6.0600","6.1275","5.9700","6.26K","0.67%"
"2021-10-28","5.9600","6.0750","6.1000","6.0275","6.72K","0.00%"
"2021-10-27","5.9600","6.0688","6.2500","5.9700","11.50K","-0.67%"
"2021-10-26","6.0000","6.1000","6.1950","6.0275","7.60K","0.00%"
"2021-10-25","6.0000","6.1000","6.2600","5.9750","7.53K","0.17%"
"2021-10-22","5.9900","6.0750","6.1900","5.9750","7.22K","0.17%"
"2021-10-21","5.9800","6.0725","6.1050","5.9725","8.76K","0.50%"
"2021-10-20","5.9500","6.0688","6.1200","5.9600","9.06K","0.34%"
"2021-10-19","5.9300","6.0750","6.1150","5.9700","8.63K","-0.84%"
"2021-10-18","5.9800","6.0337","6.1050","5.9675","5.26K","0.00%"
"2021-10-15","5.9800","6.0650","6.0725","5.9575","7.02K","0.00%"
"2021-10-14","5.9800","6.0650","6.1125","5.9575","8.02K","0.00%"
"2021-10-13","5.9800","6.0650","6.0750","5.9500","7.60K","0.00%"
"2021-10-12","5.9800","6.0650","6.1050","5.9575","6.10K","0.00%"
"2021-10-11","5.9800","6.0337","6.0950","5.9500","7.26K","0.17%"
"2021-10-08","5.9700","6.0650","6.0825","5.9575","9.27K","-0.17%"
"2021-10-07","5.9800","6.0650","6.0650","5.9350","6.78K","0.00%"
"2021-10-06","5.9800","6.0650","6.0800","5.9500","8.90K","0.00%"
"2021-10-05","5.9800","6.0250","6.0650","5.9500","4.25K","0.17%"
"2021-10-04","5.9700","6.0337","6.0601","5.9350","7.60K","0.00%"
"2021-10-01","5.9700","6.0100","6.0600","5.9350","5.76K","0.00%"
"2021-09-30","5.9700","6.0100","6.0593","5.9500","5.15K","0.00%"
"2021-09-29","5.9700","6.0435","6.0650","5.9350","1.00K","0.51%"
"2021-09-28","5.9400","6.0400","6.0800","5.9425","11.70K","-0.50%"
"2021-09-27","5.9700","6.0451","6.0800","5.9350","10.06K","0.67%"
"2021-09-24","5.9300","6.0380","6.0800","5.9500","40.18K","-0.64%"
"2021-09-23","5.9680","6.0337","6.0850","5.9350","32.49K","0.81%"
"2021-09-22","5.9200","6.0337","6.0500","5.9350","7.84K","-1.00%"
"2021-09-21","5.9800","6.0337","6.0450","6.0337","0.00K","0.17%"
"2021-09-20","5.9700","6.0025","6.0725","5.9350","8.30K","0.84%"
"2021-09-17","5.9200","6.0500","6.1100","5.9388","9.63K","0.00%"
"2021-09-16","5.9200","6.0500","6.0893","5.9300","12.71K","-0.17%"
"2021-09-15","5.9300","6.0500","6.0875","5.9450","9.24K","-0.50%"
"2021-09-14","5.9600","6.0025","6.0838","5.9750","9.70K","0.68%"
"2021-09-13","5.9200","6.0500","6.0825","5.8050","9.26K","-0.84%"
"2021-09-10","5.9700","6.0500","6.0800","5.9550","0.05K","0.00%"
"2021-09-09","5.9700","6.0000","6.0675","5.9550","0.04K","-0.17%"
"2021-09-08","5.9800","6.0500","6.0650","5.9400","0.04K","1.01%"
"2021-09-07","5.9200","6.0600","6.0900","5.9600","0.16K","-1.17%"
"2021-09-06","5.9900","6.0500","6.0650","5.9350","0.14K","0.00%"
"2021-09-03","5.9900","6.0500","6.0975","5.9350","0.10K","1.53%"
"2021-09-02","5.9000","6.0600","6.1025","5.9500","0.05K","-1.34%"
"2021-09-01","5.9800","6.0400","6.0900","5.9500","2.50K","0.00%"
"2021-08-31","5.9800","6.0400","6.0738","5.9350","6.64K","0.00%"
"2021-08-30","5.9800","6.0600","6.0840","5.9500","0.12K","0.50%"
"2021-08-27","5.9500","6.0400","6.0800","5.9500","0.13K","-0.50%"
"2021-08-26","5.9800","6.0400","6.0725","5.8140","0.25K","0.00%"
"2021-08-25","5.9800","6.0400","6.0451","5.9495","0.28K","0.00%"
"2021-08-24","5.9800","6.0400","6.0850","5.9750","0.20K","0.00%"
"2021-08-23","5.9800","6.0600","6.0600","5.9475","0.13K","0.34%"
"2021-08-20","5.9600","6.0400","6.0600","5.9450","0.05K","0.17%"
"2021-08-19","5.9500","6.0400","6.0750","5.9100","0.06K","-0.50%"
"2021-08-18","5.9800","6.0300","6.0593","5.7975","0.23K","0.00%"
"2021-08-17","5.9800","6.0000","6.0650","5.8750","0.11K","0.17%"
"2021-08-16","5.9700","6.0200","6.0700","5.9475","0.12K","0.00%"
"2021-08-13","5.9700","6.0200","6.0250","5.9250","0.34K","0.00%"
"2021-08-12","5.9700","6.0200","6.0250","5.9300","0.25K","0.00%"
"2021-08-11","5.9700","6.0200","6.0200","5.9350","0.18K","0.00%"
"2021-08-10","5.9700","5.9900","6.0350","5.9000","0.13K","0.17%"
"2021-08-09","5.9600","6.0000","6.0050","5.9250","0.04K","0.00%"
"2021-08-06","5.9600","6.0000","6.0050","5.8950","0.16K","0.17%"
"2021-08-05","5.9500","5.9900","6.0050","5.8000","0.11K","0.00%"
"2021-08-04","5.9500","6.0000","6.0050","5.9000","0.02K","0.00%"
"2021-08-03","5.9500","5.9900","6.0100","5.8000","0.11K","0.00%"
"2021-08-02","5.9500","5.9800","6.0200","5.7700","0.21K","0.34%"
"2021-07-30","5.9300","5.9800","5.9950","5.9200","0.12K","0.00%"
"2021-07-29","5.9300","5.9800","6.0000","5.8000","0.18K","0.00%"
"2021-07-28","5.9300","5.9700","5.9900","5.8000","0.18K","0.00%"
"2021-07-27","5.9300","5.9700","5.9900","5.8000","0.31K","0.00%"
"2021-07-26","5.9300","5.9750","6.0000","5.8000","0.11K","1.37%"
"2021-07-23","5.8500","5.9550","5.9700","5.7800","0.16K","-1.10%"
"2021-07-22","5.9150","5.9450","5.9750","5.8750","0.11K","0.42%"
"2021-07-21","5.8900","5.9375","5.9700","5.7900","0.09K","-0.84%"
"2021-07-20","5.9400","5.9700","5.9700","5.9700","","1.02%"
"2021-07-19","5.8800","5.9700","5.9700","5.8000","0.13K","-0.59%"
"2021-07-16","5.9150","5.9525","5.9575","5.8500","0.21K","0.08%"
"2021-07-15","5.9100","5.9300","5.9700","5.8000","0.21K","0.34%"
"2021-07-14","5.8900","5.8000","5.9650","5.8000","0.11K","0.17%"
"2021-07-13","5.8800","5.9300","5.9351","5.8000","0.26K","-0.17%"
"2021-07-12","5.8900","5.9350","5.9450","5.8500","0.15K","0.51%"
"2021-07-09","5.8600","5.9300","5.9350","5.8150","0.16K","-0.51%"
"2021-07-08","5.8900","5.9300","5.9550","5.8325","0.16K","0.00%"
"2021-07-07","5.8900","5.9300","5.9450","5.8325","0.19K","0.00%"
"2021-07-06","5.8900","5.9200","5.9650","5.8000","0.10K","0.68%"
"2021-07-05","5.8500","5.9400","5.9400","5.8900","0.05K","-0.17%"
"2021-07-02","5.8600","5.8900","5.9050","5.8150","0.18K","0.17%"
"2021-07-01","5.8500","5.8900","5.9500","5.8050","0.17K","0.00%"
"2021-06-30","5.8500","5.8550","5.9250","5.8150","0.21K","0.52%"
"2021-06-29","5.8200","5.8550","5.9325","5.7900","0.15K","0.00%"
"2021-06-28","5.8200","5.8400","5.9000","5.7900","0.13K","0.34%"
"2021-06-25","5.8000","5.8375","5.8475","5.8050","0.11K","0.00%"
"2021-06-24","5.8000","5.8300","5.8650","5.8000","0.21K","0.00%"
"2021-06-23","5.8000","5.8300","5.8425","5.7700","0.15K","0.00%"
"2021-06-22","5.8000","5.8300","5.8450","5.7900","0.16K","0.00%"
"2021-06-21","5.8000","5.8100","5.8345","5.7700","0.09K","0.35%"
"2021-06-18","5.7800","5.8050","5.8350","5.7975","0.16K","0.17%"
"2021-06-17","5.7700","5.8000","5.8295","5.7850","0.20K","0.00%"
"2021-06-16","5.7700","5.8000","5.8200","5.7450","0.20K","0.00%"
"2021-06-15","5.7700","5.8000","5.8300","5.7700","0.27K","0.00%"
"2021-06-14","5.7700","5.8075","5.8175","5.7800","0.24K","0.17%"
"2021-06-11","5.7600","5.8200","5.8250","5.7700","0.26K","-0.52%"
"2021-06-10","5.7900","5.8200","5.8250","5.7800","0.16K","0.00%"
"2021-06-09","5.7900","5.8200","5.8238","5.7750","0.15K","0.00%"
"2021-06-08","5.7900","5.8200","5.8200","5.7700","0.15K","0.00%"
"2021-06-07","5.7900","5.7900","5.8238","5.7700","0.13K","0.70%"
"2021-06-04","5.7500","5.8100","5.8275","5.7650","0.08K","-0.52%"
"2021-06-03","5.7800","5.7800","5.8150","5.7700","0.08K","0.17%"
"2021-06-02","5.7700","5.7800","5.8183","5.7700","0.04K","0.17%"
"2021-06-01","5.7600","5.7800","5.8150","5.7650","0.06K","-0.35%"
"2021-05-31","5.7800","5.7800","5.8150","5.7650","0.16K","0.52%"
"2021-05-28","5.7500","5.7800","5.8100","5.7650","0.12K","-0.35%"
"2021-05-27","5.7700","5.7800","5.8100","5.7500","0.11K","0.35%"
"2021-05-26","5.7500","5.7800","5.8050","5.7550","0.08K","0.00%"
"2021-05-25","5.7500","5.7850","5.8050","5.7600","0.11K","-0.17%"
"2021-05-24","5.7600","5.7800","5.8000","5.7600","0.03K","0.00%"
"2021-05-21","5.7600","5.7800","5.8025","5.7600","0.05K","0.35%"
"2021-05-20","5.7400","5.7800","5.7950","5.7550","0.08K","0.00%"
"2021-05-19","5.7400","5.7650","5.7900","5.7575","0.14K","0.00%"
"2021-05-18","5.7400","5.7650","5.7900","5.7500","0.14K","0.00%"
"2021-05-17","5.7400","5.7750","5.7950","5.7450","0.14K","0.00%"
"2021-05-14","5.7400","5.7650","5.7850","5.7450","0.17K","0.00%"
"2021-05-13","5.7400","5.7650","5.7700","5.7650","0.10K","0.00%"
"2021-05-12","5.7400","5.7650","5.7850","5.7425","0.08K","0.00%"
"2021-05-11","5.7400","5.7650","5.7900","5.7400","0.05K","0.00%"
"2021-05-10","5.7400","5.7700","5.7900","5.7450","0.03K","0.00%"
"2021-05-07","5.7400","5.7700","5.7900","5.7525","0.15K","0.00%"
"2021-05-06","5.7400","5.7700","5.8200","5.7350","0.29K","0.00%"
"2021-05-05","5.7400","5.7700","5.8200","5.7550","0.28K","0.00%"
"2021-05-04","5.7400","5.7700","5.8200","5.7550","0.10K","-0.35%"
"2021-05-03","5.7600","5.7800","5.7850","5.7800","0.00K","0.00%"
"2021-04-30","5.7600","5.7700","5.8200","5.7550","0.22K","0.35%"
"2021-04-29","5.7400","5.7700","5.8200","5.7500","0.10K","-0.35%"
"2021-04-28","5.7600","5.7800","5.8200","5.7600","0.03K","0.35%"
"2021-04-27","5.7400","5.7750","5.8200","5.7600","0.12K","-0.17%"
"2021-04-26","5.7500","5.7800","5.8200","5.7600","0.03K","0.00%"
"2021-04-23","5.7500","5.7700","5.8200","5.7600","0.10K","0.00%"
"2021-04-22","5.7500","5.7700","5.8200","5.7475","0.04K","0.17%"
"2021-04-21","5.7400","5.7800","5.8150","5.7575","0.03K","-0.17%"
"2021-04-20","5.7500","5.7700","5.8200","5.7425","0.05K","0.17%"
"2021-04-19","5.7400","5.7800","5.8150","5.7450","0.12K","-0.17%"
"2021-04-16","5.7500","5.7700","5.8150","5.7550","0.27K","-0.17%"
"2021-04-15","5.7600","5.7700","5.8300","5.7550","0.17K","0.17%"
"2021-04-14","5.7500","5.7700","5.8150","5.7150","0.15K","0.17%"
"2021-04-13","5.7400","5.7700","5.8150","5.7250","0.06K","0.00%"
"2021-04-12","5.7400","5.7700","5.8200","5.7500","0.21K","-0.17%"
"2021-04-09","5.7500","5.7800","5.8150","5.6625","0.31K","0.00%"
"2021-04-08","5.7500","5.7800","5.7900","5.7600","0.06K","0.00%"
"2021-04-07","5.7500","5.7800","5.8200","5.7350","0.05K","-0.17%"
"2021-04-06","5.7600","5.7800","5.8200","5.7550","0.31K","0.52%"
"2021-04-05","5.7300","5.7300","5.7300","5.7300","","0.00%"
"2021-04-02","5.7300","5.8000","5.8000","5.7800","0.00K","-0.52%"
"2021-04-01","5.7600","5.7800","5.8200","5.7600","0.68K","0.17%"
"2021-03-31","5.7500","5.7800","5.8200","5.7200","0.22K","0.00%"
"2021-03-30","5.7500","5.7800","5.8200","5.7200","0.41K","0.00%"
"2021-03-29","5.7500","5.7650","5.8800","5.7075","0.14K","0.17%"
"2021-03-26","5.7400","5.7650","5.7950","5.7250","0.19K","0.00%"
"2021-03-25","5.7400","5.7500","5.8000","5.7175","0.24K","0.17%"
"2021-03-24","5.7300","5.7425","5.8200","5.7050","0.13K","0.17%"
"2021-03-23","5.7200","5.7200","5.7563","5.7025","0.09K","0.18%"
"2021-03-22","5.7100","5.7200","5.7650","5.7100","0.03K","-0.17%"
"2021-03-19","5.7200","5.7350","5.8200","5.6975","0.19K","0.00%"
"2021-03-18","5.7200","5.7350","5.8000","5.7063","0.16K","0.00%"
"2021-03-17","5.7200","5.7350","5.7525","5.7200","0.15K","0.00%"
"2021-03-16","5.7200","5.8150","5.8150","5.7225","0.10K","0.35%"
"2021-03-15","5.7000","5.7200","5.8150","5.6975","0.07K","0.00%"
"2021-03-12","5.7000","5.7400","5.8200","5.7050","0.19K","-0.35%"
"2021-03-11","5.7200","5.7400","5.7500","5.7050","0.14K","0.00%"
"2021-03-10","5.7200","5.7400","5.7700","5.7000","0.15K","0.00%"
"2021-03-09","5.7200","5.7300","5.7600","5.7100","0.09K","0.18%"
"2021-03-08","5.7100","5.7350","5.7400","5.7350","0.00K","0.18%"
"2021-03-05","5.7000","5.7250","5.8000","5.7150","0.09K","-0.18%"
"2021-03-04","5.7100","5.7300","5.8200","5.7100","0.09K","0.00%"
"2021-03-03","5.7100","5.8100","5.8100","5.7050","0.07K","-0.17%"
"2021-03-02","5.7200","5.7300","5.7550","5.7100","0.08K","0.00%"
"2021-03-01","5.7200","5.7500","5.7750","5.7175","0.28K","-0.17%"
"2021-02-26","5.7300","5.7550","5.7725","5.7375","0.13K","0.00%"
"2021-02-25","5.7300","5.7550","5.7950","5.7300","0.14K","0.00%"
"2021-02-24","5.7300","5.7550","5.7800","5.7375","0.08K","0.00%"
"2021-02-23","5.7300","5.7650","5.7750","5.7350","0.33K","-0.17%"
"2021-02-22","5.7400","5.7800","5.8050","5.7350","0.40K","-0.17%"
"2021-02-19","5.7500","5.7750","5.8200","5.7400","0.16K","0.00%"
"2021-02-18","5.7500","5.8000","5.8200","5.7550","0.35K","-0.35%"
"2021-02-17","5.7700","5.8050","5.8200","5.7775","0.26K","0.00%"
"2021-02-16","5.7700","5.8050","5.8300","5.7850","0.17K","0.00%"
"2021-02-15","5.7700","5.8150","5.8350","5.7900","0.16K","0.00%"
"2021-02-12","5.7700","5.8300","5.8475","5.8000","0.17K","0.00%"
"2021-02-11","5.7700","5.8200","5.8525","5.7900","0.04K","0.17%"
"2021-02-10","5.7600","5.8150","5.8300","5.7950","0.04K","-0.17%"
"2021-02-09","5.7700","5.8150","5.8300","5.7950","0.06K","0.00%"
"2021-02-08","5.7700","5.8150","5.8550","5.7950","0.10K","-0.17%"
"2021-02-05","5.7800","5.8125","5.8275","5.8000","0.17K","0.00%"
"2021-02-04","5.7800","5.8150","5.8300","5.7850","0.03K","0.17%"
"2021-02-03","5.7700","5.8150","5.8600","5.8100","0.27K","0.00%"
"2021-02-02","5.7700","5.8250","5.8500","5.7850","0.05K","0.00%"
"2021-02-01","5.7700","5.8251","5.8600","5.7850","0.05K","0.00%"
"2021-01-29","5.7700","5.8000","5.8550","5.7700","0.16K","0.00%"
"2021-01-28","5.7700","5.8300","5.8850","5.7850","0.19K","-0.17%"
"2021-01-27","5.7800","5.8300","5.8750","5.7975","0.25K","0.00%"
"2021-01-26","5.7800","5.8300","5.8700","5.8125","0.16K","0.00%"
"2021-01-25","5.7800","5.8500","5.8750","5.8100","0.36K","0.00%"
"2021-01-22","5.7800","5.8550","5.8700","5.8150","0.04K","-0.34%"
"2021-01-21","5.8000","5.8300","5.9000","5.8200","0.14K","0.35%"
"2021-01-20","5.7800","5.8300","5.8700","5.8200","0.16K","0.00%"
"2021-01-19","5.7800","5.8300","5.8700","5.8150","0.17K","0.00%"
"2021-01-18","5.7800","5.8500","5.8700","5.8175","0.20K","-0.34%"
"2021-01-15","5.8000","5.8300","5.8700","5.8200","0.15K","0.35%"
"2021-01-14","5.7800","5.8300","5.8700","5.8250","0.27K","0.00%"
"2021-01-13","5.7800","5.8550","5.8750","5.8200","0.18K","-0.52%"
"2021-01-12","5.8100","5.8600","5.8800","5.8350","0.17K","0.00%"
"2021-01-11","5.8100","5.8600","5.8700","5.8350","0.11K","-0.17%"
"2021-01-08","5.8200","5.8600","5.8750","5.7850","0.09K","0.17%"
"2021-01-07","5.8100","5.8600","5.8600","5.8600","","-0.17%"
"2021-01-06","5.8200","5.8700","5.8750","5.8250","0.11K","0.00%"
"2021-01-05","5.8200","5.8551","5.8850","5.8500","0.07K","0.00%"
"2021-01-04","5.8200","5.8800","5.8850","5.8200","0.09K","-0.34%"
"2021-01-01","5.8400","5.8400","5.8400","5.8400","","0.00%"
"2020-12-31","5.8400","5.8800","5.8900","5.8450","0.12K","0.34%"
"2020-12-30","5.8200","5.8550","5.9100","5.8250","0.09K","-0.17%"
"2020-12-29","5.8300","5.8700","5.8850","5.8250","0.09K","-0.34%"
"2020-12-28","5.8500","5.8750","5.8750","5.8750","","0.56%"
"2020-12-25","5.8175","5.8175","5.8175","5.8175","","0.00%"
"2020-12-24","5.8175","5.8550","5.9000","5.8250","0.25K","-0.56%"
"2020-12-23","5.8500","5.8550","5.8925","5.8350","0.03K","-0.51%"
"2020-12-22","5.8800","5.9350","5.9350","5.7675","0.27K","-0.84%"
"2020-12-21","5.9300","5.8550","5.9400","5.8150","0.28K","2.07%"
"2020-12-18","5.8100","5.8600","5.8850","5.8150","0.29K","0.00%"
"2020-12-17","5.8100","5.8600","5.8963","5.8150","0.51K","0.00%"
"2020-12-16","5.8100","5.8600","5.9400","5.8350","0.15K","0.00%"
"2020-12-15","5.8100","5.8600","5.9300","5.8150","0.19K","0.00%"
"2020-12-14","5.8100","5.8700","5.9400","5.8150","0.12K","0.17%"
