"Date","Price","Open","High","Low","Vol.","Change %"
"2013-10-03","2.1650","2.1800","2.1900","2.1775","","0.00%"
"2013-10-02","2.1650","2.1800","2.1800","2.1750","","0.00%"
"2013-10-01","2.1650","2.1800","2.1800","2.1725","","0.00%"
"2013-09-30","2.1650","2.1800","2.1800","2.1590","","0.00%"
"2013-09-27","2.1650","2.1800","2.1885","2.1750","","0.00%"
"2013-09-26","2.1650","2.1800","2.1880","2.1800","","0.00%"
"2013-09-25","2.1650","2.1800","2.1875","2.1800","","0.00%"
"2013-09-24","2.1650","2.1800","2.1800","2.1725","","0.00%"
"2013-09-23","2.1650","2.1800","2.1800","2.1565","","0.00%"
"2013-09-20","2.1650","2.1800","2.1800","2.1800","","0.00%"
"2013-09-19","2.1650","2.1800","2.1800","2.1725","","0.00%"
"2013-09-18","2.1650","2.1800","2.1800","2.1700","","0.00%"
"2013-09-17","2.1650","2.1800","2.1800","2.1800","","0.00%"
"2013-09-16","2.1650","2.1800","2.1800","2.1540","","0.00%"
"2013-09-13","2.1650","2.1800","2.1800","2.1625","","0.00%"
"2013-09-12","2.1650","2.1800","2.1850","2.1550","","0.00%"
"2013-09-11","2.1650","2.1800","2.1800","2.1585","","0.00%"
"2013-09-10","2.1650","2.1800","2.1800","2.1495","","0.00%"
"2013-09-09","2.1650","2.1700","2.1800","2.1475","","0.25%"
"2013-09-06","2.1595","2.1700","2.1773","2.1700","","0.21%"
"2013-09-05","2.1550","2.1550","2.1770","2.1425","","1.41%"
"2013-09-04","2.1250","2.1550","2.1550","2.1350","","-0.70%"
"2013-09-03","2.1400","2.1550","2.1575","2.1325","","0.00%"
"2013-09-02","2.1400","2.1550","2.1550","2.1550","","0.71%"
"2013-08-30","2.1250","2.1475","2.1550","2.1225","","0.00%"
"2013-08-29","2.1250","2.1475","2.1550","2.1225","","0.00%"
"2013-08-28","2.1250","2.1325","2.1525","2.1155","","-0.47%"
"2013-08-27","2.1350","2.1325","2.1500","2.1115","","0.00%"
"2013-08-26","2.1350","2.1500","2.1500","2.1050","","0.00%"
"2013-08-23","2.1350","2.1500","2.1550","2.1100","","0.00%"
"2013-08-22","2.1350","2.1450","2.1550","2.1050","","0.23%"
"2013-08-21","2.1300","2.1450","2.1450","2.1450","","0.00%"
"2013-08-20","2.1300","2.1350","2.1450","2.0978","","0.47%"
"2013-08-19","2.1200","2.1350","2.1350","2.1060","","0.00%"
"2013-08-16","2.1200","2.1350","2.1350","2.1350","","0.00%"
"2013-08-15","2.1200","2.0800","2.1350","2.0800","","1.92%"
"2013-08-14","2.0800","2.0800","2.0960","2.0755","","0.00%"
"2013-08-13","2.0800","2.0800","2.0950","2.0750","","0.24%"
"2013-08-12","2.0750","2.0800","2.0900","2.0725","","0.48%"
"2013-08-09","2.0650","2.0650","2.0650","2.0650","","-0.48%"
"2013-08-08","2.0750","2.0800","2.0900","2.0800","","0.00%"
"2013-08-07","2.0750","2.0800","2.0900","2.0700","","0.48%"
"2013-08-06","2.0650","2.0800","2.0800","2.0675","","0.00%"
"2013-08-05","2.0650","2.0800","2.0800","2.0645","","0.00%"
"2013-08-02","2.0650","2.0800","2.0800","2.0800","","0.00%"
"2013-08-01","2.0650","2.0800","2.0800","2.0525","","0.00%"
"2013-07-31","2.0650","2.0800","2.0800","2.0575","","0.00%"
"2013-07-30","2.0650","2.0800","2.0800","2.0553","","0.00%"
"2013-07-29","2.0650","2.0800","2.0900","2.0548","","0.00%"
"2013-07-26","2.0650","2.0700","2.0900","2.0542","","-0.24%"
"2013-07-25","2.0700","2.0615","2.0900","2.0548","","0.49%"
"2013-07-24","2.0600","2.0700","2.0785","2.0542","","0.24%"
"2013-07-23","2.0550","2.0500","2.0750","2.0463","","0.00%"
"2013-07-22","2.0550","2.0700","2.0700","2.0533","","0.00%"
"2013-07-19","2.0550","2.0500","2.0700","2.0328","","0.74%"
"2013-07-18","2.0400","2.0500","2.0600","2.0353","","-0.97%"
"2013-07-17","2.0600","2.0500","2.0801","2.0213","","0.49%"
"2013-07-16","2.0500","2.0263","2.0575","2.0263","","0.74%"
"2013-07-15","2.0350","2.0263","2.0600","2.0263","","0.25%"
"2013-07-12","2.0300","2.0263","2.0450","2.0263","","0.00%"
"2013-07-11","2.0300","2.0263","2.0450","2.0252","","0.00%"
"2013-07-10","2.0300","2.0263","2.0450","2.0252","","0.00%"
"2013-07-09","2.0300","2.0263","2.0503","2.0263","","0.30%"
"2013-07-08","2.0240","2.0400","2.0500","2.0252","","-0.05%"
"2013-07-05","2.0250","2.0400","2.0400","2.0263","","0.05%"
"2013-07-04","2.0240","2.0400","2.0400","2.0233","","0.70%"
"2013-07-03","2.0100","2.0400","2.0400","2.0083","","-0.59%"
"2013-07-02","2.0220","2.0400","2.0400","2.0193","","-0.15%"
"2013-07-01","2.0250","2.0400","2.0400","2.0263","","0.00%"
"2013-06-28","2.0250","2.0400","2.0425","2.0213","","0.00%"
"2013-06-27","2.0250","2.0213","2.0400","2.0160","","0.25%"
"2013-06-26","2.0200","2.0150","2.0350","2.0130","","0.37%"
"2013-06-25","2.0125","2.0125","2.0200","2.0110","","0.12%"
"2013-06-24","2.0100","2.0095","2.0150","2.0050","","0.17%"
"2013-06-21","2.0065","2.0095","2.0095","2.0083","","-0.02%"
"2013-06-20","2.0070","2.0095","2.0095","2.0095","","0.00%"
"2013-06-19","2.0070","2.0075","2.0095","2.0062","","0.10%"
"2013-06-18","2.0050","2.0075","2.0075","2.0058","","0.05%"
"2013-06-17","2.0040","2.0075","2.0075","2.0012","","-0.05%"
"2013-06-14","2.0050","2.0075","2.0075","2.0045","","0.00%"
"2013-06-13","2.0050","2.0075","2.0075","2.0023","","0.00%"
"2013-06-12","2.0050","2.0075","2.0095","2.0062","","0.00%"
"2013-06-11","2.0050","2.0025","2.0075","2.0025","","0.25%"
"2013-06-10","2.0000","2.0025","2.0060","1.9988","","0.00%"
"2013-06-07","2.0000","2.0015","2.0025","1.9923","","0.05%"
"2013-06-06","1.9990","2.0015","2.0015","1.9948","","0.00%"
"2013-06-05","1.9990","2.0025","2.0033","1.9948","","0.08%"
"2013-06-04","1.9975","2.0000","2.0027","1.9943","","0.00%"
"2013-06-03","1.9975","1.9975","2.0000","1.9863","","0.13%"
"2013-05-31","1.9950","1.9975","1.9980","1.9963","","0.00%"
"2013-05-30","1.9950","1.9955","1.9975","1.9943","","0.10%"
"2013-05-29","1.9930","1.9955","1.9985","1.9863","","0.00%"
"2013-05-28","1.9930","1.9955","1.9965","1.9863","","0.00%"
"2013-05-27","1.9930","1.9955","1.9955","1.9943","","0.00%"
"2013-05-24","1.9930","1.9960","1.9988","1.9868","","-0.03%"
"2013-05-23","1.9935","1.9955","1.9960","1.9933","","0.03%"
"2013-05-22","1.9930","1.9625","1.9955","1.9625","","0.20%"
"2013-05-21","1.9890","1.9915","1.9920","1.9903","","0.00%"
"2013-05-20","1.9890","1.9915","1.9915","1.9903","","0.00%"
"2013-05-17","1.9890","1.9915","1.9955","1.9903","","0.00%"
"2013-05-16","1.9890","1.9895","1.9915","1.9835","","0.10%"
"2013-05-15","1.9870","1.9895","1.9950","1.9895","","0.00%"
"2013-05-14","1.9870","1.9868","1.9895","1.9868","","0.00%"
"2013-05-13","1.9870","1.9855","1.9895","1.9765","","0.20%"
"2013-05-10","1.9830","1.9825","1.9865","1.9743","","0.15%"
"2013-05-09","1.9800","1.9740","1.9830","1.9740","","1.02%"
"2013-05-08","1.9600","1.9820","1.9820","1.9715","","-0.99%"
"2013-05-07","1.9795","1.9910","1.9910","1.9720","","0.15%"
"2013-05-06","1.9765","1.9775","1.9920","1.9680","","0.08%"
"2013-05-03","1.9750","1.9745","1.9775","1.9525","","0.15%"
"2013-05-02","1.9720","1.9745","1.9755","1.9745","","0.00%"
"2013-05-01","1.9720","1.9720","1.9720","1.9720","","0.00%"
"2013-04-30","1.9720","1.9750","1.9750","1.9745","","-0.03%"
"2013-04-29","1.9725","1.9695","1.9750","1.9665","","0.28%"
"2013-04-26","1.9670","1.9670","1.9695","1.9663","","0.13%"
"2013-04-25","1.9645","1.9655","1.9675","1.9648","","0.08%"
"2013-04-24","1.9630","1.9685","1.9690","1.9643","","-0.15%"
"2013-04-23","1.9660","1.9700","1.9700","1.9675","","-0.05%"
"2013-04-22","1.9670","1.9440","1.9700","1.9430","","0.36%"
"2013-04-19","1.9600","1.9400","1.9625","1.9400","","0.51%"
"2013-04-18","1.9500","1.9400","1.9558","1.9400","","0.15%"
"2013-04-17","1.9470","1.9400","1.9495","1.9400","","0.26%"
"2013-04-16","1.9420","1.9400","1.9463","1.9400","","0.00%"
"2013-04-15","1.9420","1.9400","1.9460","1.9375","","0.03%"
"2013-04-12","1.9415","1.9400","1.9575","1.9325","","-0.05%"
"2013-04-11","1.9425","1.9400","1.9463","1.9385","","0.13%"
"2013-04-10","1.9400","1.9400","1.9460","1.9375","","-0.10%"
"2013-04-09","1.9420","1.9400","1.9445","1.9388","","0.00%"
"2013-04-08","1.9420","1.9400","1.9445","1.9390","","0.10%"
"2013-04-05","1.9400","1.9400","1.9450","1.9388","","0.03%"
"2013-04-04","1.9395","1.9400","1.9420","1.9400","","0.05%"
"2013-04-03","1.9385","1.9400","1.9410","1.9385","","0.13%"
"2013-04-02","1.9360","1.9400","1.9400","1.9275","","-0.08%"
"2013-04-01","1.9375","1.9400","1.9400","1.9390","","0.13%"
"2013-03-29","1.9350","1.9400","1.9400","1.9375","","0.00%"
"2013-03-28","1.9350","1.9400","1.9405","1.9375","","-0.03%"
"2013-03-27","1.9355","1.9400","1.9450","1.9365","","-0.10%"
"2013-03-26","1.9375","1.9400","1.9405","1.9375","","0.00%"
"2013-03-25","1.9375","1.9400","1.9400","1.9340","","0.00%"
"2013-03-22","1.9375","1.9415","1.9415","1.9375","","-0.03%"
"2013-03-21","1.9380","1.9345","1.9430","1.9345","","0.31%"
"2013-03-20","1.9320","1.9345","1.9400","1.9325","","0.00%"
"2013-03-19","1.9320","1.9350","1.9368","1.9275","","-0.03%"
"2013-03-18","1.9325","1.9345","1.9350","1.9325","","0.03%"
"2013-03-15","1.9320","1.9325","1.9370","1.9325","","0.10%"
"2013-03-14","1.9300","1.9250","1.9348","1.9240","","0.42%"
"2013-03-13","1.9220","1.9080","1.9275","1.9005","","0.10%"
"2013-03-12","1.9200","1.9080","1.9226","1.9040","","0.13%"
"2013-03-11","1.9175","1.9080","1.9225","1.9080","","-0.08%"
"2013-03-08","1.9190","1.9080","1.9230","1.9040","","0.37%"
"2013-03-07","1.9120","1.9080","1.9175","1.9075","","-0.03%"
"2013-03-06","1.9125","1.9080","1.9188","1.9046","","0.00%"
"2013-03-05","1.9125","1.9080","1.9250","1.9025","","-0.13%"
"2013-03-04","1.9150","1.9080","1.9250","1.8990","","0.00%"
"2013-03-01","1.9150","1.9080","1.9200","1.9080","","0.00%"
"2013-02-28","1.9150","1.9080","1.9200","1.9045","","0.05%"
"2013-02-27","1.9140","1.9080","1.9220","1.9048","","-0.05%"
"2013-02-26","1.9150","1.9080","1.9201","1.9048","","0.13%"
"2013-02-25","1.9125","1.9080","1.9201","1.9030","","0.13%"
"2013-02-22","1.9100","1.9080","1.9175","1.9018","","0.26%"
"2013-02-21","1.9050","1.9080","1.9151","1.8865","","0.11%"
"2013-02-20","1.9030","1.9080","1.9080","1.9018","","0.11%"
"2013-02-19","1.9010","1.9080","1.9080","1.8925","","0.18%"
"2013-02-18","1.8975","1.9080","1.9080","1.8965","","0.18%"
"2013-02-15","1.8940","1.9080","1.9080","1.8925","","-0.45%"
"2013-02-14","1.9025","1.9080","1.9080","1.9038","","0.00%"
"2013-02-13","1.9025","1.9080","1.9080","1.9000","","0.24%"
"2013-02-12","1.8980","1.9080","1.9080","1.8995","","0.00%"
"2013-02-11","1.8980","1.9080","1.9083","1.9005","","-0.26%"
"2013-02-08","1.9030","1.9080","1.9080","1.9055","","0.16%"
"2013-02-07","1.9000","1.9080","1.9080","1.9025","","-0.16%"
"2013-02-06","1.9030","1.9080","1.9083","1.9055","","0.00%"
"2013-02-05","1.9030","1.9080","1.9085","1.9055","","-0.16%"
"2013-02-04","1.9060","1.9080","1.9085","1.9010","","0.16%"
"2013-02-01","1.9030","1.9080","1.9080","1.9035","","0.11%"
"2013-01-31","1.9010","1.9080","1.9080","1.9020","","0.08%"
"2013-01-30","1.8995","1.9080","1.9080","1.8855","","-0.03%"
"2013-01-29","1.9000","1.9005","1.9100","1.9005","","0.05%"
"2013-01-28","1.8990","1.9080","1.9100","1.8965","","0.21%"
"2013-01-25","1.8950","1.9125","1.9145","1.8965","","-0.79%"
"2013-01-24","1.9100","1.9105","1.9145","1.9075","","0.10%"
"2013-01-23","1.9080","1.9080","1.9118","1.9080","","0.16%"
"2013-01-22","1.9050","1.9080","1.9135","1.9025","","-0.03%"
"2013-01-21","1.9055","1.9100","1.9138","1.9025","","-0.10%"
"2013-01-18","1.9075","1.9080","1.9113","1.9075","","0.13%"
"2013-01-17","1.9050","1.9080","1.9115","1.9070","","0.00%"
"2013-01-16","1.9050","1.9080","1.9100","1.9045","","0.05%"
"2013-01-15","1.9040","1.9080","1.9125","1.9025","","0.11%"
"2013-01-14","1.9020","1.9080","1.9100","1.8985","","0.11%"
"2013-01-11","1.9000","1.8885","1.9075","1.8830","","0.74%"
"2013-01-10","1.8860","1.8855","1.8890","1.8815","","0.16%"
"2013-01-09","1.8830","1.9080","1.9080","1.8825","","-0.21%"
"2013-01-08","1.8870","1.9080","1.9080","1.8890","","-0.42%"
"2013-01-07","1.8950","1.9080","1.9125","1.8953","","0.11%"
"2013-01-04","1.8930","1.9080","1.9125","1.8955","","-0.68%"
"2013-01-03","1.9060","1.9080","1.9125","1.9070","","0.00%"
"2013-01-02","1.9060","1.9065","1.9105","1.9045","","0.11%"
"2013-01-01","1.9040","1.9040","1.9040","1.9040","","0.05%"
"2012-12-31","1.9030","1.8914","1.9075","1.8914","","-0.05%"
"2012-12-28","1.9040","1.8914","1.9065","1.8810","","0.26%"
"2012-12-27","1.8990","1.8914","1.9010","1.8914","","0.53%"
"2012-12-26","1.8889","1.8889","1.8889","1.8889","","0.00%"
"2012-12-25","1.8889","1.8914","1.8914","1.8914","","-0.27%"
"2012-12-24","1.8940","1.8914","1.8970","1.8914","","0.21%"
"2012-12-21","1.8900","1.8914","1.8965","1.8805","","-0.21%"
"2012-12-20","1.8940","1.8914","1.8965","1.8914","","0.00%"
"2012-12-19","1.8940","1.8914","1.8983","1.8914","","0.08%"
"2012-12-18","1.8925","1.8914","1.8955","1.8914","","0.03%"
"2012-12-17","1.8920","1.8915","1.8948","1.8800","","0.16%"
"2012-12-14","1.8890","1.8914","1.9013","1.8785","","0.05%"
"2012-12-13","1.8881","1.8956","1.8957","1.8893","","-0.25%"
"2012-12-12","1.8928","1.8954","1.8957","1.8914","","0.01%"
"2012-12-11","1.8926","1.8913","1.9016","1.8828","","0.20%"
"2012-12-10","1.8888","1.8917","1.8986","1.8895","","0.01%"
"2012-12-07","1.8886","1.8913","1.8917","1.8895","","-0.01%"
"2012-12-06","1.8888","1.8913","1.8930","1.8875","","0.01%"
"2012-12-05","1.8886","1.8913","1.9038","1.8875","","-0.01%"
"2012-12-04","1.8888","1.8913","1.9038","1.8895","","0.01%"
"2012-12-03","1.8886","1.9036","1.9075","1.8821","","-0.66%"
"2012-11-30","1.9011","1.9075","1.9075","1.8955","","-0.34%"
"2012-11-29","1.9075","1.8995","1.9100","1.8995","","0.13%"
"2012-11-28","1.9050","1.9016","1.9150","1.8995","","0.32%"
"2012-11-27","1.8989","1.9017","1.9017","1.8978","","0.02%"
"2012-11-26","1.8986","1.8955","1.9018","1.8793","","0.12%"
"2012-11-23","1.8963","1.8953","1.9029","1.8845","","0.18%"
"2012-11-22","1.8929","1.8913","1.8957","1.8903","","0.22%"
"2012-11-21","1.8888","1.8888","1.9000","1.8856","","0.13%"
"2012-11-20","1.8864","1.8781","1.8925","1.8781","","0.77%"
"2012-11-19","1.8720","1.8781","1.8933","1.8704","","-0.29%"
"2012-11-16","1.8774","1.8809","1.8827","1.8765","","-0.07%"
"2012-11-15","1.8787","1.8781","1.8819","1.8743","","0.00%"
"2012-11-14","1.8787","1.8781","1.8910","1.8728","","0.23%"
"2012-11-13","1.8743","1.8774","1.8811","1.8747","","-0.03%"
"2012-11-12","1.8749","1.8791","1.8806","1.8755","","-0.08%"
"2012-11-09","1.8764","1.8778","1.8809","1.8755","","0.06%"
"2012-11-08","1.8753","1.8812","1.8910","1.8706","","-0.16%"
"2012-11-07","1.8783","1.8812","1.8910","1.8760","","-0.02%"
"2012-11-06","1.8786","1.8808","1.8950","1.8768","","0.00%"
"2012-11-05","1.8786","1.8882","1.8930","1.8773","","-0.36%"
"2012-11-02","1.8853","1.8878","1.8910","1.8781","","0.01%"
"2012-11-01","1.8851","1.8906","1.8985","1.8795","","-0.14%"
"2012-10-31","1.8878","1.8818","1.8965","1.8781","","0.45%"
"2012-10-30","1.8794","1.8775","1.8925","1.8728","","0.23%"
"2012-10-29","1.8750","1.8775","1.8945","1.8775","","0.00%"
"2012-10-26","1.8750","1.8740","1.8775","1.8740","","0.16%"
"2012-10-25","1.8720","1.8750","1.8878","1.8728","","-0.05%"
"2012-10-24","1.8730","1.8770","1.8770","1.8745","","-0.11%"
"2012-10-23","1.8750","1.8800","1.8840","1.8768","","-0.16%"
"2012-10-22","1.8780","1.8845","1.8965","1.8790","","-0.30%"
"2012-10-19","1.8836","1.8865","1.9070","1.8830","","-0.02%"
"2012-10-18","1.8840","1.8865","1.9020","1.8845","","0.00%"
"2012-10-17","1.8840","1.8865","1.9075","1.8845","","-0.11%"
"2012-10-16","1.8860","1.8875","1.8880","1.8863","","0.05%"
"2012-10-15","1.8850","1.8935","1.8935","1.8870","","-0.32%"
"2012-10-12","1.8910","1.8925","1.9080","1.8920","","0.27%"
"2012-10-11","1.8860","1.8885","1.9085","1.8849","","0.00%"
"2012-10-10","1.8860","1.8855","1.9075","1.8855","","0.20%"
"2012-10-09","1.8823","1.8875","1.9100","1.8812","","-0.14%"
"2012-10-08","1.8850","1.8971","1.9100","1.8875","","-0.37%"
"2012-10-05","1.8920","1.8925","1.9075","1.8910","","0.11%"
"2012-10-04","1.8900","1.8945","1.9064","1.8900","","0.27%"
"2012-10-03","1.8850","1.8975","1.8975","1.8900","","-0.53%"
"2012-10-02","1.8950","1.8975","1.9195","1.8850","","0.00%"
"2012-10-01","1.8950","1.9150","1.9150","1.8960","","0.03%"
"2012-09-28","1.8944","1.8940","1.9075","1.8925","","0.07%"
"2012-09-27","1.8930","1.8925","1.9140","1.8915","","-0.07%"
"2012-09-26","1.8944","1.9225","1.9275","1.8925","","-0.43%"
"2012-09-25","1.9025","1.9225","1.9275","1.9038","","-0.81%"
"2012-09-24","1.9180","1.9225","1.9225","1.9130","","0.00%"
"2012-09-21","1.9180","1.9225","1.9225","1.9205","","0.00%"
"2012-09-20","1.9180","1.9225","1.9225","1.9105","","0.68%"
"2012-09-19","1.9050","1.9025","1.9105","1.8975","","0.26%"
"2012-09-18","1.9000","1.8955","1.9250","1.8920","","0.37%"
"2012-09-17","1.8930","1.8935","1.9250","1.8918","","0.11%"
"2012-09-14","1.8910","1.8925","1.9140","1.8908","","0.05%"
"2012-09-13","1.8900","1.8965","1.9250","1.8907","","-0.26%"
"2012-09-12","1.8950","1.9300","1.9300","1.8965","","0.00%"
"2012-09-11","1.8950","1.9005","1.9300","1.8975","","-0.11%"
"2012-09-10","1.8970","1.9185","1.9328","1.8975","","-0.11%"
"2012-09-07","1.8990","1.9225","1.9375","1.9010","","-1.35%"
"2012-09-06","1.9250","1.9225","1.9315","1.9225","","-0.21%"
"2012-09-05","1.9290","1.9225","1.9355","1.9225","","-0.21%"
"2012-09-04","1.9330","1.9225","1.9355","1.9225","","0.12%"
"2012-09-03","1.9306","1.9333","1.9357","1.9225","","0.00%"
"2012-08-31","1.9306","1.9328","1.9410","1.9225","","-0.01%"
"2012-08-30","1.9308","1.9225","1.9446","1.9225","","-0.37%"
"2012-08-29","1.9380","1.9225","1.9410","1.9225","","0.41%"
"2012-08-28","1.9300","1.9225","1.9415","1.9225","","0.00%"
"2012-08-27","1.9300","1.9225","1.9410","1.9225","","0.21%"
"2012-08-24","1.9260","1.9377","1.9408","1.9274","","-0.52%"
"2012-08-23","1.9361","1.9418","1.9520","1.9345","","-0.09%"
"2012-08-22","1.9378","1.9418","1.9520","1.9365","","0.03%"
"2012-08-21","1.9372","1.9453","1.9534","1.9365","","-0.16%"
"2012-08-20","1.9403","1.9458","1.9562","1.9375","","-0.03%"
"2012-08-17","1.9408","1.9456","1.9458","1.9375","","0.03%"
"2012-08-16","1.9403","1.9456","1.9458","1.9375","","0.00%"
"2012-08-15","1.9403","1.9531","1.9533","1.9365","","-0.54%"
"2012-08-14","1.9508","1.9528","1.9600","1.9413","","0.03%"
"2012-08-13","1.9502","1.9528","1.9595","1.9412","","-0.16%"
"2012-08-10","1.9533","1.9528","1.9564","1.9527","","0.00%"
"2012-08-09","1.9533","1.9559","1.9590","1.9457","","0.15%"
"2012-08-08","1.9503","1.9543","1.9575","1.9411","","-0.21%"
"2012-08-07","1.9545","1.9543","1.9590","1.9540","","0.07%"
"2012-08-06","1.9532","1.9548","1.9590","1.9409","","0.08%"
"2012-08-03","1.9516","1.9545","1.9575","1.9408","","0.04%"
"2012-08-02","1.9508","1.9546","1.9595","1.9408","","0.03%"
"2012-08-01","1.9503","1.9550","1.9595","1.9407","","-0.08%"
"2012-07-31","1.9518","1.9523","1.9575","1.9406","","0.18%"
"2012-07-30","1.9483","1.9555","1.9593","1.9420","","-0.10%"
"2012-07-27","1.9503","1.9552","1.9593","1.9404","","0.02%"
"2012-07-26","1.9499","1.9537","1.9590","1.9420","","-0.19%"
"2012-07-25","1.9537","1.9537","1.9590","1.9420","","-0.01%"
"2012-07-24","1.9538","1.9540","1.9590","1.9401","","0.13%"
"2012-07-23","1.9512","1.9537","1.9580","1.9400","","-0.03%"
"2012-07-20","1.9518","1.9531","1.9600","1.9420","","0.08%"
"2012-07-19","1.9502","1.9550","1.9555","1.9420","","0.01%"
"2012-07-18","1.9500","1.9550","1.9550","1.9420","","0.00%"
"2012-07-17","1.9500","1.9550","1.9550","1.9420","","0.00%"
"2012-07-16","1.9500","1.9475","1.9550","1.9375","","0.26%"
"2012-07-13","1.9450","1.9550","1.9550","1.9390","","-0.26%"
"2012-07-12","1.9500","1.9550","1.9550","1.9375","","0.00%"
"2012-07-11","1.9500","1.9600","1.9600","1.9375","","0.52%"
"2012-07-10","1.9400","1.9600","1.9640","1.9399","","-0.51%"
"2012-07-09","1.9500","1.9550","1.9600","1.9425","","0.00%"
"2012-07-06","1.9500","1.9475","1.9550","1.9475","","0.26%"
"2012-07-05","1.9450","1.9475","1.9535","1.9475","","0.49%"
"2012-07-04","1.9355","1.9406","1.9500","1.9376","","0.01%"
"2012-07-03","1.9353","1.9425","1.9475","1.9376","","-0.24%"
"2012-07-02","1.9400","1.9355","1.9425","1.9355","","0.00%"
"2012-06-29","1.9400","1.9225","1.9430","1.9225","","0.78%"
"2012-06-28","1.9250","1.9225","1.9418","1.9225","","0.26%"
"2012-06-27","1.9200","1.9225","1.9435","1.9225","","-0.78%"
"2012-06-26","1.9350","1.9225","1.9375","1.9225","","0.78%"
"2012-06-25","1.9200","1.9225","1.9360","1.9215","","-0.52%"
"2012-06-22","1.9300","1.9225","1.9325","1.9225","","0.26%"
"2012-06-21","1.9250","1.9225","1.9320","1.9225","","-0.18%"
"2012-06-20","1.9285","1.9225","1.9313","1.9225","","0.18%"
"2012-06-19","1.9250","1.9225","1.9293","1.9225","","0.00%"
"2012-06-18","1.9250","1.9225","1.9335","1.9225","","0.00%"
"2012-06-15","1.9250","1.9225","1.9275","1.9218","","0.26%"
"2012-06-14","1.9200","1.9225","1.9225","1.9205","","0.00%"
"2012-06-13","1.9200","1.9225","1.9225","1.9208","","0.10%"
